State,State ab,RTO,RT Office
MH,Maharashtra,48,PalgharÿDistrict
MH,Maharashtra,49,NagpurÿEast
MH,Maharashtra,50,"Karad, Satara District"
ML,Meghalaya,1,Meghalaya Government Vehicles
ML,Meghalaya,2,Meghalaya PoliceÿVehicles
ML,Meghalaya,4,Jaintia Hills
ML,Meghalaya,5,Shillong
ML,Meghalaya,6,West Khasi Hills
ML,Meghalaya,7,East Garo Hills
ML,Meghalaya,8,West Garo Hills(Tura)
ML,Meghalaya,9,South Garo Hills
ML,Meghalaya,10,Ri-Bhoi
MN,Manipur,1,ImphalÿWest
MN,Manipur,2,Churachandpur
MN,Manipur,3,Kangpokpi
MN,Manipur,4,Thoubal
MN,Manipur,5,Bishnupur
MN,Manipur,6,ImphalÿEast
MN,Manipur,7,Ukhrul
MP,Madhya Pradesh,1,Bhopal
MP,Madhya Pradesh,2,Bhopal
MP,Madhya Pradesh,3,Bhopal
MP,Madhya Pradesh,4,Bhopal
MP,Madhya Pradesh,5,Narmadapuram
MP,Madhya Pradesh,6,Morena
MP,Madhya Pradesh,7,Gwalior
MP,Madhya Pradesh,8,Guna
MP,Madhya Pradesh,9,Indore
MP,Madhya Pradesh,10,Khargone
MP,Madhya Pradesh,11,Dhar
MP,Madhya Pradesh,12,Khandwa
MP,Madhya Pradesh,13,Ujjain
MP,Madhya Pradesh,17,Rewa
MP,Madhya Pradesh,20,Jabalpur
MP,Madhya Pradesh,28,Chhindwara
MP,Madhya Pradesh,39,Rajgarh
MP,Madhya Pradesh,47,Harda
MP,Madhya Pradesh,48,Betul
MP,Madhya Pradesh,70,Agar
MZ,Mizoram,1,Aizawl
MZ,Mizoram,2,Lunglei
MZ,Mizoram,3,Saiha
MZ,Mizoram,4,Champhai
MZ,Mizoram,5,Kolasib
MZ,Mizoram,6,Serchhip
MZ,Mizoram,7,Lawngtlai
MZ,Mizoram,8,Mamit
NL,Nagaland,1,Kohima District
NL,Nagaland,2,Mokokchung District
NL,Nagaland,3,Tuensang District
NL,Nagaland,4,Mon District
NL,Nagaland,5,Wokha District
NL,Nagaland,6,ZÅnheboto District
NL,Nagaland,7,ChÅmoukedima District
NL,Nagaland,8,Phek District
NL,Nagaland,10,entire Nagaland
NL,Nagaland,11,entire Nagaland
OD,Odissa,1,Balasore
OD,Odissa,2,Bhubaneswar
OD,Odissa,3,Bolangir
OD,Odissa,4,Chandikhol
OD,Odissa,5,Cuttack
OD,Odissa,6,Dhenkanal
OD,Odissa,7,Ganjam
OD,Odissa,8,KalahandiÿBhawanipatna
OD,Odissa,9,Keonjhar
OD,Odissa,10,Koraput
OD,Odissa,11,Mayurbhanj
OD,Odissa,12,PhulbaniÿKhandamal
OD,Odissa,13,Puri
OD,Odissa,14,Rourkela
OD,Odissa,15,Sambalpur
OD,Odissa,16,Sundergarh
OD,Odissa,17,Baragarh
OD,Odissa,18,Rayagada
OD,Odissa,19,Angul
OD,Odissa,20,Gajapati
OD,Odissa,21,Jagatsinghpur
OD,Odissa,22,Bhadrak
OD,Odissa,23,Jharsuguda
OD,Odissa,24,Nabarangpur
OD,Odissa,25,Nayagarh
OD,Odissa,26,Nuapada
OD,Odissa,27,Boudh
OD,Odissa,28,Debagarh
OD,Odissa,29,Kendrapara
OD,Odissa,30,Malkangiri
OD,Odissa,31,Subarnapur
OD,Odissa,32,Bhanjanagar
OD,Odissa,33,Bhubaneswar
OD,Odissa,34,Jajpur
OD,Odissa,35,Talcher
PB,Punjab,1,"Rented cars, self drive cars inÿChandigarhÿ& taxi vehicles fromÿPunjab"
PB,Punjab,2,Amritsarÿ(1)
PB,Punjab,3,Bathinda
PB,Punjab,4,Faridkot
PB,Punjab,5,Firozpur
PB,Punjab,6,Gurdaspur
PB,Punjab,7,Hoshiarpur
PB,Punjab,8,Jalandharÿ(1)
PB,Punjab,9,Kapurthala
PB,Punjab,10,Ludhianaÿ(West)
PB,Punjab,11,Patiala
PB,Punjab,12,Rupnagar
PB,Punjab,13,Sangrur
PB,Punjab,14,Ajnala
PB,Punjab,15,Abohar
PB,Punjab,16,Anandpur Sahib
PB,Punjab,17,Baba Bakala
PB,Punjab,18,Batala
PB,Punjab,19,Barnala
PB,Punjab,20,Balachaur
PB,Punjab,21,Dasuya
PB,Punjab,22,Fazilka
PB,Punjab,23,Fatehgarh Sahib
PB,Punjab,24,Garhshankar
PB,Punjab,25,Jagraon
PB,Punjab,26,Khanna
PB,Punjab,27,Kharar
PB,Punjab,28,Malerkotla
PB,Punjab,29,Moga
PB,Punjab,30,Muktsar
PB,Punjab,31,Mansa
PB,Punjab,32,Nawanshahar
PB,Punjab,33,Nakodar
PB,Punjab,34,Nabha
PB,Punjab,35,Pathankot
PB,Punjab,36,Phagwara
PB,Punjab,37,Phillaur
PB,Punjab,38,Patti
PB,Punjab,39,Rajpura
PB,Punjab,40,Rampura Phul
PB,Punjab,41,Sultanpur Lodhi
PB,Punjab,42,Samana
PB,Punjab,43,Samrala
PB,Punjab,44,Sunam
PB,Punjab,45,Talwandi Sabo
PB,Punjab,46,Tarn Taran
PB,Punjab,47,Zira
PB,Punjab,48,Amloh
PB,Punjab,49,Khamanon
PB,Punjab,50,Budhlada
PB,Punjab,51,Sardulgarh
PB,Punjab,52,Bassi Pathana
PB,Punjab,53,Malout
PB,Punjab,54,Mukerian
PB,Punjab,55,Payal
PB,Punjab,56,Raikot
PB,Punjab,57,Bhulath
PB,Punjab,58,Dera Baba Nanak
PB,Punjab,59,Dhuri
PB,Punjab,60,Gidderbaha
PB,Punjab,61,Jalalabad
PB,Punjab,62,Jaitu
PB,Punjab,63,Khadoor Sahib
PB,Punjab,64,Moonak
PB,Punjab,65,Mohali
PB,Punjab,66,Nihal Singh Wala
PB,Punjab,67,Shahkot
PB,Punjab,68,Dhar Kalan
PB,Punjab,69,Bagha Purana
PB,Punjab,70,Dera Bassi
PB,Punjab,71,Chamkaur Sahib
PB,Punjab,72,Pattran
PB,Punjab,73,Tappa Mandi
PB,Punjab,74,Nangal
PB,Punjab,75,Lehragaga
PB,Punjab,76,Dharamkot
PB,Punjab,77,Guru Har Sahai
PB,Punjab,78,Banga
PB,Punjab,79,Kotkapura
PB,Punjab,80,Maur
PB,Punjab,81,Majitha
PB,Punjab,82,Ahmedgarh
PB,Punjab,83,Dudhan Sadhan
PB,Punjab,84,Bhawanigarh
PB,Punjab,85,Kalanaur
PB,Punjab,86,Dirba
PB,Punjab,87,Morinda
PB,Punjab,88,Bhikhiwind
PB,Punjab,89,Amritsarÿ(2)
PB,Punjab,90,Jalandharÿ(2)
PB,Punjab,91,Ludhianaÿ(East)
PB,Punjab,99,Dinanagar
PY,Pondicherry,1,Puducherry
PY,Pondicherry,2,Karaikal
PY,Pondicherry,3,Mahe
PY,Pondicherry,4,Yanam
PY,Pondicherry,5,Oulgaret
RJ,Rajasthan,1,Ajmer
RJ,Rajasthan,2,Alwar
RJ,Rajasthan,3,Banswara
RJ,Rajasthan,4,Barmer
RJ,Rajasthan,5,Bharatpur
RJ,Rajasthan,6,Bhilwara
RJ,Rajasthan,7,Bikaner
RJ,Rajasthan,8,Bundi
RJ,Rajasthan,9,Chittaurgarh
RJ,Rajasthan,10,Churu
RJ,Rajasthan,11,Dholpur
RJ,Rajasthan,12,Dungarpur
RJ,Rajasthan,13,Sri Ganganagar
RJ,Rajasthan,14,Jaipur South
RJ,Rajasthan,15,Jaisalmer
RJ,Rajasthan,16,Jalore
RJ,Rajasthan,17,Jhalawar
RJ,Rajasthan,18,Jhunjhunu
RJ,Rajasthan,19,Jodhpur
RJ,Rajasthan,20,Kota
RJ,Rajasthan,21,Nagaur
RJ,Rajasthan,22,Pali
RJ,Rajasthan,23,Sikar
RJ,Rajasthan,24,Sirohi
RJ,Rajasthan,25,Sawai Madhopur
RJ,Rajasthan,26,Tonk
RJ,Rajasthan,27,Udaipur
RJ,Rajasthan,28,Baran
RJ,Rajasthan,29,Dausa
RJ,Rajasthan,30,Rajsamand
RJ,Rajasthan,31,Hanumangarh
RJ,Rajasthan,32,Kotputliÿ(Jaipur)
RJ,Rajasthan,33,Ramganj Mandiÿ(Kota)
RJ,Rajasthan,34,Karauli
RJ,Rajasthan,35,Pratapgarh
RJ,Rajasthan,36,Beawarÿ(Ajmer)
RJ,Rajasthan,37,Didwanaÿ(Nagaur)
RJ,Rajasthan,38,Abu Roadÿ(Sirohi)
RJ,Rajasthan,39,Balotraÿ(Barmer)
RJ,Rajasthan,40,Bhiwadiÿ(Alwar)
RJ,Rajasthan,41,Chomuÿ(Jaipur)
RJ,Rajasthan,42,Kishangarhÿ(Ajmer)
RJ,Rajasthan,43,Phalodiÿ(Jodhpur)
RJ,Rajasthan,44,Sujangarhÿ(Churu)
RJ,Rajasthan,45,JaipurÿNorth
RJ,Rajasthan,46,Bhinmalÿ(Jalore)
RJ,Rajasthan,47,Duduÿ(Jaipur)
RJ,Rajasthan,48,Kekriÿ(Ajmer)
RJ,Rajasthan,49,Noharÿ(Hanumangarh)
RJ,Rajasthan,50,Nokhaÿ(Bikaner)
RJ,Rajasthan,51,Shahpuraÿ(Bhilwara)
RJ,Rajasthan,52,Shahpuraÿ(Jaipur)
RJ,Rajasthan,53,Khetriÿ(Jhunjhunu)
RJ,Rajasthan,54,Piparcityÿ(Jodhpur)
RJ,Rajasthan,55,Pokhranÿ(Jaisalamer)
RJ,Rajasthan,56,Sadulshaharÿ(Shri ganganagar)
RJ,Rajasthan,57,Sumerpurÿ(Pali)
RJ,Rajasthan,58,Salumbarÿ(Udaipur)
SK,Sikkim,1,GangtokÿEast Sikkim
SK,Sikkim,2,GyalshingÿWest Sikkim
SK,Sikkim,3,ManganÿNorth Sikkim
SK,Sikkim,4,JorethangÿSouth Sikkim
TN,TamilNadu,1,Chennaiÿ(Central):ÿAyanavaram
TN,TamilNadu,2,Chennaiÿ(North West):ÿAnna Nagar
TN,TamilNadu,3,Chennaiÿ(North East):ÿTondiarpet
TN,TamilNadu,4,Chennaiÿ(East):ÿRoyapuram
TN,TamilNadu,5,Chennaiÿ(North):ÿKolathur
TN,TamilNadu,6,Chennaiÿ(South East):ÿMandavelli
TN,TamilNadu,7,Chennaiÿ(South):ÿAdyar
TN,TamilNadu,9,Chennaiÿ(West):ÿK. K. Nagar
TN,TamilNadu,10,Chennaiÿ(South West):ÿVirugambakkam
TN,TamilNadu,11,Tambaram
TN,TamilNadu,12,Poonamallee
TN,TamilNadu,13,Ambattur
TN,TamilNadu,14,Sholinganallur
TN,TamilNadu,15,Ulundurpet
TN,TamilNadu,15,Kallakurichi
TN,TamilNadu,16,Tindivanam
TN,TamilNadu,16,Gingee
TN,TamilNadu,18,Red Hills
TN,TamilNadu,18,Gummidipoondi
TN,TamilNadu,19,Chengalpattu
TN,TamilNadu,19,Madurantakam
TN,TamilNadu,20,Tiruvallur
TN,TamilNadu,20,Thiruthani
TN,TamilNadu,21,Kanchipuram
TN,TamilNadu,22,Meenambakkam
TN,TamilNadu,23,Vellore
TN,TamilNadu,23,Gudiyatham
TN,TamilNadu,24,Krishnagiri
TN,TamilNadu,25,Thiruvannamalai
TN,TamilNadu,27,Salem
TN,TamilNadu,28,Namakkalÿ(North)
TN,TamilNadu,28,Rasipuram
TN,TamilNadu,29,Dharmapuri
TN,TamilNadu,29,Palacode
TN,TamilNadu,29,Harur
TN,TamilNadu,30,Salemÿ(West)
TN,TamilNadu,30,Omalur
TN,TamilNadu,31,Cuddalore
TN,TamilNadu,31,Panruti
TN,TamilNadu,32,Villupuram
TN,TamilNadu,33,Erodeÿ(East)
TN,TamilNadu,34,Tiruchengode
TN,TamilNadu,34,Kumarapalayam
TN,TamilNadu,36,Gobichettipalayam
TN,TamilNadu,36,Bhavani
TN,TamilNadu,36,Sathyamangalam
TN,TamilNadu,37,Coimbatoreÿ(South)
TN,TamilNadu,37,Sulur
TN,TamilNadu,38,Coimbatoreÿ(North)
TN,TamilNadu,39,Tirupurÿ(North)
TN,TamilNadu,39,Avinashi
TN,TamilNadu,40,Mettupalayam
TN,TamilNadu,41,Pollachi
TN,TamilNadu,41,Valparai
TN,TamilNadu,42,Tirupurÿ(South)
TN,TamilNadu,42,Kangayam
TN,TamilNadu,43,Ooty
TN,TamilNadu,43,Gudalur
TN,TamilNadu,45,Tiruchirapalliÿ(West)
TN,TamilNadu,45,Manapparai
TN,TamilNadu,46,Perambalur
TN,TamilNadu,47,Karur
TN,TamilNadu,47,Manmangalam
TN,TamilNadu,47,Aravakurichi
TN,TamilNadu,47,Kulithalai
TN,TamilNadu,48,Srirangam
TN,TamilNadu,48,Thuraiyur
TN,TamilNadu,48,Musiri
TN,TamilNadu,48,Lalgudi
TN,TamilNadu,49,Thanjavur
TN,TamilNadu,49,Pattukottai
TN,TamilNadu,50,Tiruvarur
TN,TamilNadu,50,Thiruthuraipoondi
TN,TamilNadu,50,Mannargudi
TN,TamilNadu,51,Nagapattinam
TN,TamilNadu,52,Sankagiri
TN,TamilNadu,54,Salemÿ(East)
TN,TamilNadu,55,Pudukottai
TN,TamilNadu,55,Alangudi
TN,TamilNadu,55,Iluppur
TN,TamilNadu,55,Aranthangi
TN,TamilNadu,56,Perundurai
TN,TamilNadu,57,Dindigul
TN,TamilNadu,57,Vedasandur
TN,TamilNadu,57,Batlagundu
TN,TamilNadu,58,Maduraiÿ(South)
TN,TamilNadu,58,Usilampatti
TN,TamilNadu,58,Thirumangalam
TN,TamilNadu,59,Maduraiÿ(North)
TN,TamilNadu,59,Vadipatti
TN,TamilNadu,59,Melur
TN,TamilNadu,60,Theni
TN,TamilNadu,60,Uthamapalayam
TN,TamilNadu,61,Ariyalur
TN,TamilNadu,63,Sivaganga
TN,TamilNadu,63,Karaikudi
TN,TamilNadu,64,Maduraiÿ(Central)
TN,TamilNadu,65,Ramanathapuram
TN,TamilNadu,65,Paramakudi
TN,TamilNadu,66,Coimbatoreÿ(Central)
TN,TamilNadu,67,Virudhunagar
TN,TamilNadu,67,Aruppukottai
TN,TamilNadu,68,Kumbakonam
TN,TamilNadu,69,Thoothukudi
TN,TamilNadu,70,Hosur
TN,TamilNadu,72,Tirunelveli
TN,TamilNadu,72,Valliyur
TN,TamilNadu,73,Ranipet
TN,TamilNadu,73,Arakkonam
TN,TamilNadu,74,Nagercoil
TN,TamilNadu,75,Marthandam
TN,TamilNadu,76,Tenkasi
TN,TamilNadu,76,Ambasamudram
TN,TamilNadu,77,Attur
TN,TamilNadu,77,Vazhapadi
TN,TamilNadu,78,Dharapuram
TN,TamilNadu,78,Udumalpet
TN,TamilNadu,79,Sankarankovil
TN,TamilNadu,81,Tiruchirapalliÿ(East)
TN,TamilNadu,81,Thiruverumbur
TN,TamilNadu,82,Mayiladuthurai
TN,TamilNadu,82,Sirkazhi
TN,TamilNadu,83,Vaniyambadi
TN,TamilNadu,83,Ambur
TN,TamilNadu,83,Thirupattur
TN,TamilNadu,84,Srivilliputhur
TN,TamilNadu,85,Kundrathur
TN,TamilNadu,86,Erodeÿ(West)
TN,TamilNadu,87,Sriperumbudur
TN,TamilNadu,88,Namakkalÿ(South)
TN,TamilNadu,88,Paramathi Velur
TN,TamilNadu,90,Salemÿ(South)
TN,TamilNadu,91,Chidambaram
TN,TamilNadu,31,Neyveli
TN,TamilNadu,91,Virudhachalam
TN,TamilNadu,92,Thiruchendur
TN,TamilNadu,93,Mettur
TN,TamilNadu,94,Palani
TN,TamilNadu,94,Oddanchatram
TN,TamilNadu,95,Sivakasi
TN,TamilNadu,96,Kovilpatti
TN,TamilNadu,97,Arani
TN,TamilNadu,97,Cheyyar
TN,TamilNadu,99,Coimbatore(West)
TR,Tripura,1,Agartala
TR,Tripura,2,Kailasahar
TR,Tripura,3,Udaipur
TR,Tripura,4,Ambassa
TR,Tripura,5,Dharmanagar
TR,Tripura,6,Teliamura
TR,Tripura,7,Bishramganj
TR,Tripura,8,Santirbazar
TS,Telghana,1,Adilabad
TS,Telghana,2,Karimnagar
TS,Telghana,3,Warangal
TS,Telghana,4,Khammam
TS,Telghana,5,Nalgonda
TS,Telghana,6,Mahbubnagar
TS,Telghana,7,Attapurÿ(Hyderabad)*
TS,Telghana,8,Medchalÿ(Hyderabad)*
TS,Telghana,9,Khairtabadÿ(Hyderabad)
TS,Telghana,10,Secunderabadÿ(Hyderabad)
TS,Telghana,11,Malakpetÿ(Hyderabad)
TS,Telghana,12,Kishanbagh (Hyderabad)
TS,Telghana,13,Tolichowkiÿ(Hyderabad)
TS,Telghana,14,Hyderabad
TS,Telghana,15,Sangareddy
TS,Telghana,16,Nizamabad
TS,Telghana,17,Kamareddy
TS,Telghana,18,Nirmal
TS,Telghana,19,Mancherial
TS,Telghana,20,Asifabad
TS,Telghana,21,Jagtial
TS,Telghana,22,Peddapalli
TS,Telghana,23,Sircilla
TS,Telghana,24,Warangal
TS,Telghana,25,Bhupalpalle
TS,Telghana,26,Mahabubabad
TS,Telghana,27,Jangaon
TS,Telghana,28,Kothagudem
TS,Telghana,29,Suryapet
TS,Telghana,30,Bhuvanagiri
TS,Telghana,31,Nagarkurnool
TS,Telghana,32,Wanaparthy
TS,Telghana,33,Gadwal
TS,Telghana,34,Vikarabad
TS,Telghana,35,Medak
TS,Telghana,36,Siddipet
TS,Telghana,37,Mulugu
TS,Telghana,38,Narayanpet
UK,Uttarakhand,1,Almora
UK,Uttarakhand,2,Bageshwar
UK,Uttarakhand,3,Champawat
UK,Uttarakhand,4,Haldwani
UK,Uttarakhand,5,Pithoragarh
UK,Uttarakhand,6,Rudrapur
UK,Uttarakhand,7,Dehradun
UK,Uttarakhand,8,Haridwar
UK,Uttarakhand,9,Tehri
UK,Uttarakhand,10,Uttarkashi
UK,Uttarakhand,11,Gopeshwar
UK,Uttarakhand,12,Pauri
UK,Uttarakhand,13,Rudraprayag
UK,Uttarakhand,14,Rishikesh
UK,Uttarakhand,15,Kotdwar
UK,Uttarakhand,16,Vikasnagar
UK,Uttarakhand,17,Roorkee
UK,Uttarakhand,18,Kashipur
UK,Uttarakhand,19,Ramnagar
UK,Uttarakhand,20,Ranikhet
UP,Uttar Pradesh,1,Almora
UP,Uttar Pradesh,2,Nainital
UP,Uttar Pradesh,3,Pithoragarh
UP,Uttar Pradesh,4,Rudrapur
UP,Uttar Pradesh,5,Chamoli Gopeshwar
UP,Uttar Pradesh,6,Pauri
UP,Uttar Pradesh,7,Dehradun
UP,Uttar Pradesh,8,Tehri
UP,Uttar Pradesh,9,Uttarkashi
UP,Uttar Pradesh,10,Haridwar
UP,Uttar Pradesh,11,Saharanpur
UP,Uttar Pradesh,12,Muzaffarnagar
UP,Uttar Pradesh,13,Bulandshahar
UP,Uttar Pradesh,14,Ghaziabad
UP,Uttar Pradesh,15,Meerut
UP,Uttar Pradesh,16,Gautam Buddh Nagar
UP,Uttar Pradesh,17,Baghpat
UP,Uttar Pradesh,19,Shamli
UP,Uttar Pradesh,20,Bijnor
UP,Uttar Pradesh,21,Moradabad
UP,Uttar Pradesh,22,Rampur
UP,Uttar Pradesh,23,Amroha
UP,Uttar Pradesh,24,Badaun
UP,Uttar Pradesh,25,Bareilly
UP,Uttar Pradesh,26,Pilibhit
UP,Uttar Pradesh,27,Shahjahanpur
UP,Uttar Pradesh,30,Hardoi
UP,Uttar Pradesh,31,Lakhimpur Kheri
UP,Uttar Pradesh,32,Lucknow
UP,Uttar Pradesh,33,Raebareli
UP,Uttar Pradesh,34,Sitapur
UP,Uttar Pradesh,35,Unnao
UP,Uttar Pradesh,36,Amethi
UP,Uttar Pradesh,37,Hapur
UP,Uttar Pradesh,38,Bahjoi
UP,Uttar Pradesh,40,Bahraich
UP,Uttar Pradesh,41,Barabanki
UP,Uttar Pradesh,42,Ayodhya
UP,Uttar Pradesh,43,Gonda
UP,Uttar Pradesh,44,Sultanpur
UP,Uttar Pradesh,45,Akbarpur
UP,Uttar Pradesh,46,Shravasti
UP,Uttar Pradesh,47,Balrampur
UP,Uttar Pradesh,50,Azamgarh
UP,Uttar Pradesh,51,Basti
UP,Uttar Pradesh,52,Deoria
UP,Uttar Pradesh,53,Gorakhpur
UP,Uttar Pradesh,54,Mau
UP,Uttar Pradesh,55,Siddharth Nagar
UP,Uttar Pradesh,56,Maharajganj
UP,Uttar Pradesh,57,Kushinagar
UP,Uttar Pradesh,58,Sant Kabir Nagar
UP,Uttar Pradesh,60,Ballia
UP,Uttar Pradesh,61,Ghazipur
UP,Uttar Pradesh,62,Jaunpur
UP,Uttar Pradesh,63,Mirzapur
UP,Uttar Pradesh,64,Sonbhadra
UP,Uttar Pradesh,65,Varanasi
UP,Uttar Pradesh,66,Bhadohi
UP,Uttar Pradesh,67,Chandauli
UP,Uttar Pradesh,70,Prayagraj
UP,Uttar Pradesh,71,Fatehpur
UP,Uttar Pradesh,72,Pratapgarh
UP,Uttar Pradesh,73,Kaushambi
UP,Uttar Pradesh,74,Kannauj
UP,Uttar Pradesh,75,Etawah
UP,Uttar Pradesh,76,Farrukhabad
UP,Uttar Pradesh,77,Kanpur Dehat
UP,Uttar Pradesh,78,Kanpur Nagar
UP,Uttar Pradesh,79,Auraiya
UP,Uttar Pradesh,80,Agra
UP,Uttar Pradesh,81,Aligarh
UP,Uttar Pradesh,82,Etah
UP,Uttar Pradesh,83,Firozabad
UP,Uttar Pradesh,84,Mainpuri
UP,Uttar Pradesh,85,Mathura
UP,Uttar Pradesh,86,Hathras
UP,Uttar Pradesh,87,Kasganj
UP,Uttar Pradesh,90,Banda
UP,Uttar Pradesh,91,Hamirpur
UP,Uttar Pradesh,92,Jalaun
UP,Uttar Pradesh,93,Jhansi
UP,Uttar Pradesh,94,Lalitpur
UP,Uttar Pradesh,95,Mahoba
UP,Uttar Pradesh,96,Chitrakoot
WB,West Bengal,1,RTO
WB,West Bengal,2,RTO
WB,West Bengal,3,RTO
WB,West Bengal,4,RTO
WB,West Bengal,5,RTO
WB,West Bengal,6,RTO
WB,West Bengal,7,RTO
WB,West Bengal,8,RTO
WB,West Bengal,9,RTO
WB,West Bengal,10,RTO
WB,West Bengal,11,RTO
WB,West Bengal,12,RTO
WB,West Bengal,13,ARTO
WB,West Bengal,14,ARTO
WB,West Bengal,15,RTO
WB,West Bengal,16,RTO
WB,West Bengal,17,ARTO
WB,West Bengal,18,ARTO
WB,West Bengal,19,RTO
WB,West Bengal,20,RTO
WB,West Bengal,21,RTO
WB,West Bengal,22,RTO
WB,West Bengal,23,ARTO
WB,West Bengal,24,ARTO
WB,West Bengal,25,RTO
WB,West Bengal,26,RTO
WB,West Bengal,27,ARTO
WB,West Bengal,28,ARTO
WB,West Bengal,29,RTO
WB,West Bengal,30,RTO
WB,West Bengal,31,ARTO
WB,West Bengal,32,ARTO
WB,West Bengal,33,RTO
WB,West Bengal,34,RTO
WB,West Bengal,35,ARTO
WB,West Bengal,36,ARTO
WB,West Bengal,37,RTO
WB,West Bengal,38,RTO
WB,West Bengal,39,ARTO
WB,West Bengal,40,ARTO
WB,West Bengal,41,RTO
WB,West Bengal,42,RTO
WB,West Bengal,43,ARTO
WB,West Bengal,44,ARTO
WB,West Bengal,45,ARTO
WB,West Bengal,46,ARTO
WB,West Bengal,47,ARTO
WB,West Bengal,48,ARTO
WB,West Bengal,49,RTO
WB,West Bengal,50,RTO
WB,West Bengal,51,RTO
WB,West Bengal,52,RTO
WB,West Bengal,53,RTO
WB,West Bengal,54,RTO
WB,West Bengal,55,RTO
WB,West Bengal,56,RTO
WB,West Bengal,57,RTO
WB,West Bengal,58,RTO
WB,West Bengal,59,RTO
WB,West Bengal,60,RTO
WB,West Bengal,61,RTO
WB,West Bengal,62,RTO
WB,West Bengal,63,RTO
WB,West Bengal,64,RTO
WB,West Bengal,65,RTO
WB,West Bengal,66,RTO
WB,West Bengal,67,RTO
WB,West Bengal,68,RTO
WB,West Bengal,69,RTO
WB,West Bengal,70,RTO
WB,West Bengal,71,RTO
WB,West Bengal,72,RTO
WB,West Bengal,73,ARTO
WB,West Bengal,74,ARTO
WB,West Bengal,75,ARTO
WB,West Bengal,76,RTO
WB,West Bengal,77,RTO
WB,West Bengal,78,RTO
WB,West Bengal,79,RTO
WB,West Bengal,81,ARTO
WB,West Bengal,82,ARTO
WB,West Bengal,83,ARTO
WB,West Bengal,84,ARTO
WB,West Bengal,85,ARTO
WB,West Bengal,86,ARTO
WB,West Bengal,87,ARTO
WB,West Bengal,88,ARTO
WB,West Bengal,89,ARTO
WB,West Bengal,90,ARTO
WB,West Bengal,91,ARTO
WB,West Bengal,92,ARTO
WB,West Bengal,93,ARTO
WB,West Bengal,94,ARTO
WB,West Bengal,95,ARTO
WB,West Bengal,96,ARTO
WB,West Bengal,97,ARTO
WB,West Bengal,98,ARTO
WB,West Bengal,99,ARTO

